PRINCIPLE COMMODITY,COUNTRY,UNIT,QUANTITY,Value(US$ million)
COTTON RAW INCLD. WASTE                           ,AUSTRALIA,TON,82324,285.92
COTTON RAW INCLD. WASTE                           ,AUSTRIA,TON,0,0.00
COTTON RAW INCLD. WASTE                           ,BANGLADESH PR,TON,63422,27.60
COTTON RAW INCLD. WASTE                           ,BELGIUM,TON,48,0.06
COTTON RAW INCLD. WASTE                           ,BELIZE,TON,25,0.09
COTTON RAW INCLD. WASTE                           ,BENIN,TON,1261,4.56
COTTON RAW INCLD. WASTE                           ,BRAZIL,TON,19651,66.33
COTTON RAW INCLD. WASTE                           ,BURKINA FASO,TON,2031,7.32
COTTON RAW INCLD. WASTE                           ,C AFRI REP,TON,497,1.85
COTTON RAW INCLD. WASTE                           ,CAMEROON,TON,9285,31.17
COTTON RAW INCLD. WASTE                           ,CHAD,TON,1266,4.30
COTTON RAW INCLD. WASTE                           ,CHINA P RP,TON,1284,5.17
COTTON RAW INCLD. WASTE                           ,COTE D' IVOIRE,TON,15333,52.48
COTTON RAW INCLD. WASTE                           ,EGYPT A RP,TON,19456,73.68
COTTON RAW INCLD. WASTE                           ,FRANCE,TON,263,0.91
COTTON RAW INCLD. WASTE                           ,GERMANY,TON,1371,5.95
COTTON RAW INCLD. WASTE                           ,GREECE,TON,3162,10.09
COTTON RAW INCLD. WASTE                           ,GUINEA,TON,1000,3.40
COTTON RAW INCLD. WASTE                           ,HONG KONG,TON,280,1.03
COTTON RAW INCLD. WASTE                           ,INDONESIA,TON,456,0.83
COTTON RAW INCLD. WASTE                           ,ISRAEL,TON,1734,9.82
COTTON RAW INCLD. WASTE                           ,ITALY,TON,154,0.92
COTTON RAW INCLD. WASTE                           ,JAPAN,TON,118,0.34
COTTON RAW INCLD. WASTE                           ,KYRGHYZSTAN,TON,0,0.00
COTTON RAW INCLD. WASTE                           ,MALAWI,TON,273,0.87
COTTON RAW INCLD. WASTE                           ,MALI,TON,2320,7.36
COTTON RAW INCLD. WASTE                           ,MAURITANIA,TON,751,2.54
COTTON RAW INCLD. WASTE                           ,MAURITIUS,TON,0,0.00
COTTON RAW INCLD. WASTE                           ,MEXICO,TON,61,0.39
COTTON RAW INCLD. WASTE                           ,MOZAMBIQUE,TON,461,1.21
COTTON RAW INCLD. WASTE                           ,NETHERLAND,TON,4692,14.69
COTTON RAW INCLD. WASTE                           ,NIGERIA,TON,1691,5.13
COTTON RAW INCLD. WASTE                           ,OMAN,TON,661,0.27
COTTON RAW INCLD. WASTE                           ,PHILIPPINES,TON,53,0.09
COTTON RAW INCLD. WASTE                           ,SENEGAL,TON,3813,12.99
COTTON RAW INCLD. WASTE                           ,SINGAPORE,TON,33559,121.94
COTTON RAW INCLD. WASTE                           ,SPAIN,TON,153,0.82
COTTON RAW INCLD. WASTE                           ,SRI LANKA DSR,TON,8,0.01
COTTON RAW INCLD. WASTE                           ,SUDAN,TON,2313,6.34
COTTON RAW INCLD. WASTE                           ,SWITZERLAND,TON,23164,81.29
COTTON RAW INCLD. WASTE                           ,TAIWAN,TON,0,0.00
COTTON RAW INCLD. WASTE                           ,TAJIKISTAN,TON,0,0.00
COTTON RAW INCLD. WASTE                           ,TANZANIA REP,TON,10056,27.87
COTTON RAW INCLD. WASTE                           ,TOGO,TON,5530,18.34
COTTON RAW INCLD. WASTE                           ,TURKEY,TON,2037,6.58
COTTON RAW INCLD. WASTE                           ,U ARAB EMTS,TON,648,2.12
COTTON RAW INCLD. WASTE                           ,U S A,TON,134856,533.88
COTTON RAW INCLD. WASTE                           ,UGANDA,TON,40,0.12
COTTON RAW INCLD. WASTE                           ,VIETNAM SOC REP,TON,40,0.07
VEGETABLE OILS                                    ,ALGERIA,TON,0,0.00
VEGETABLE OILS                                    ,ARGENTINA,TON,2080695,3297.74
VEGETABLE OILS                                    ,AUSTRALIA,TON,0,0.00
VEGETABLE OILS                                    ,BAHARAIN IS,TON,0,0.00
VEGETABLE OILS                                    ,BANGLADESH PR,TON,2128,2.72
VEGETABLE OILS                                    ,BELGIUM,TON,1896,5.50
VEGETABLE OILS                                    ,BENIN,TON,3339,6.23
VEGETABLE OILS                                    ,BRAZIL,TON,1585293,2393.99
VEGETABLE OILS                                    ,BULGARIA,TON,163477,243.75
VEGETABLE OILS                                    ,BURKINA FASO,TON,1082,1.59
VEGETABLE OILS                                    ,CAMBODIA,TON,7471,10.89
VEGETABLE OILS                                    ,CAMEROON,TON,210,0.32
VEGETABLE OILS                                    ,CANADA,TON,0,0.01
VEGETABLE OILS                                    ,CHINA P RP,TON,36,0.49
VEGETABLE OILS                                    ,COTE D' IVOIRE,TON,11810,21.14
VEGETABLE OILS                                    ,CROATIA,TON,440,0.66
VEGETABLE OILS                                    ,CZECH REPUBLIC,TON,0,0.00
VEGETABLE OILS                                    ,DENMARK,TON,0,0.00
VEGETABLE OILS                                    ,EGYPT A RP,TON,0,0.00
VEGETABLE OILS                                    ,FRANCE,TON,552,0.99
VEGETABLE OILS                                    ,GERMANY,TON,935,2.29
VEGETABLE OILS                                    ,GHANA,TON,21,0.03
VEGETABLE OILS                                    ,GREECE,TON,30,0.15
VEGETABLE OILS                                    ,GUINEA,TON,0,0.00
VEGETABLE OILS                                    ,HONG KONG,TON,0,0.00
VEGETABLE OILS                                    ,HUNGARY,TON,252,0.39
VEGETABLE OILS                                    ,INDONESIA,TON,5050757,5639.28
VEGETABLE OILS                                    ,ITALY,TON,1605,5.75
VEGETABLE OILS                                    ,JAPAN,TON,5,0.09
VEGETABLE OILS                                    ,KENYA,TON,149,0.33
VEGETABLE OILS                                    ,KOREA RP,TON,0,0.00
VEGETABLE OILS                                    ,LAO PD RP,TON,0,0.01
VEGETABLE OILS                                    ,LATVIA,TON,20083,41.35
VEGETABLE OILS                                    ,LIBERIA,TON,4417,7.26
VEGETABLE OILS                                    ,LITHUANIA,TON,14328,22.28
VEGETABLE OILS                                    ,MALAYSIA,TON,2842875,3608.05
VEGETABLE OILS                                    ,MEXICO,TON,16,0.09
VEGETABLE OILS                                    ,MOLDOVA,TON,2645,3.70
VEGETABLE OILS                                    ,MOROCCO,TON,0,0.00
VEGETABLE OILS                                    ,NAMIBIA,TON,21,0.04
VEGETABLE OILS                                    ,NEPAL,TON,152190,253.24
VEGETABLE OILS                                    ,NETHERLAND,TON,294168,443.30
VEGETABLE OILS                                    ,NEW ZEALAND,TON,3,0.02
VEGETABLE OILS                                    ,NIGERIA,TON,264,0.50
VEGETABLE OILS                                    ,PAPUA N GNA,TON,327209,414.11
VEGETABLE OILS                                    ,PARAGUAY,TON,270,0.62
VEGETABLE OILS                                    ,PHILIPPINES,TON,17024,17.50
VEGETABLE OILS                                    ,POLAND,TON,7458,9.64
VEGETABLE OILS                                    ,PORTUGAL,TON,39,0.06
VEGETABLE OILS                                    ,ROMANIA,TON,197897,274.68
VEGETABLE OILS                                    ,RUSSIA,TON,635288,1004.11
VEGETABLE OILS                                    ,SAUDI ARAB,TON,0,0.00
VEGETABLE OILS                                    ,SERBIA,TON,110,0.16
VEGETABLE OILS                                    ,SIERRA LEONE,TON,962,1.70
VEGETABLE OILS                                    ,SINGAPORE,TON,422064,479.26
VEGETABLE OILS                                    ,SLOVENIA,TON,0,0.00
VEGETABLE OILS                                    ,SOLOMON IS,TON,0,0.00
VEGETABLE OILS                                    ,SOUTH AFRICA,TON,0,0.01
VEGETABLE OILS                                    ,SPAIN,TON,3996,13.49
VEGETABLE OILS                                    ,SRI LANKA DSR,TON,4998,8.79
VEGETABLE OILS                                    ,SWITZERLAND,TON,140814,209.99
VEGETABLE OILS                                    ,TAIWAN,TON,993,1.24
VEGETABLE OILS                                    ,THAILAND,TON,1115257,1457.00
VEGETABLE OILS                                    ,TOGO,TON,2593,3.94
VEGETABLE OILS                                    ,TUNISIA,TON,16,0.02
VEGETABLE OILS                                    ,TURKEY,TON,130428,219.91
VEGETABLE OILS                                    ,U ARAB EMTS,TON,8552,10.72
VEGETABLE OILS                                    ,U K,TON,20,0.04
VEGETABLE OILS                                    ,U S A,TON,47339,78.52
VEGETABLE OILS                                    ,UKRAINE,TON,431596,604.86
VEGETABLE OILS                                    ,UNSPECIFIED,TON,2,0.01
VEGETABLE OILS                                    ,VIETNAM SOC REP,TON,7017,13.16
PULSES                                            ,AFGHANISTAN,TON,7242,7.53
PULSES                                            ,ARGENTINA,TON,794,0.54
PULSES                                            ,AUSTRALIA,TON,362074,274.49
PULSES                                            ,BRAZIL,TON,52595,56.84
PULSES                                            ,CANADA,TON,485493,370.11
PULSES                                            ,CHINA P RP,TON,4475,7.05
PULSES                                            ,DJIBOUTI,TON,5448,5.65
PULSES                                            ,ETHIOPIA,TON,16987,13.88
PULSES                                            ,IRAN,TON,629,0.59
PULSES                                            ,KENYA,TON,3449,3.13
PULSES                                            ,KYRGHYZSTAN,TON,1306,1.52
PULSES                                            ,LEBANON,TON,0,0.00
PULSES                                            ,MADAGASCAR,TON,2746,2.18
PULSES                                            ,MALAWI,TON,61914,39.87
PULSES                                            ,MALAYSIA,TON,0,0.00
PULSES                                            ,MALDIVES,TON,1,0.00
PULSES                                            ,MEXICO,TON,0,0.00
PULSES                                            ,MOZAMBIQUE,TON,462318,296.27
PULSES                                            ,MYANMAR,TON,751260,663.72
PULSES                                            ,NETHERLAND,TON,0,0.00
PULSES                                            ,NETHERLANDANTIL,TON,10000,7.51
PULSES                                            ,NIGERIA,TON,0,0.00
PULSES                                            ,POLAND,TON,110,0.06
PULSES                                            ,RUSSIA,TON,911,0.50
PULSES                                            ,RWANDA,TON,720,0.56
PULSES                                            ,SAUDI ARAB,TON,0,0.00
PULSES                                            ,SINGAPORE,TON,15942,13.69
PULSES                                            ,SOUTH AFRICA,TON,5919,5.60
PULSES                                            ,SPAIN,TON,0,0.00
PULSES                                            ,SRI LANKA DSR,TON,970,0.84
PULSES                                            ,SUDAN,TON,50957,45.62
PULSES                                            ,TAIWAN,TON,0,0.00
PULSES                                            ,TANZANIA REP,TON,168824,106.64
PULSES                                            ,THAILAND,TON,248,0.24
PULSES                                            ,TURKEY,TON,3777,4.40
PULSES                                            ,TURKMENISTAN,TON,0,0.00
PULSES                                            ,U ARAB EMTS,TON,16554,12.51
PULSES                                            ,U K,TON,0,0.00
PULSES                                            ,U S A,TON,39,0.04
PULSES                                            ,UGANDA,TON,910,0.87
PULSES                                            ,UKRAINE,TON,192,0.14
PULSES                                            ,UNSPECIFIED,TON,375,0.45
PULSES                                            ,URUGUAY,TON,0,0.00
PULSES                                            ,UZBEKISTAN,TON,536,0.57
PULSES                                            ,VENEZUELA,TON,450,0.28
FRESH FRUITS                                      ,AFGHANISTAN,TON,54257,210.11
FRESH FRUITS                                      ,ALGERIA,TON,4133,3.36
FRESH FRUITS                                      ,ARGENTINA,TON,1120,1.24
FRESH FRUITS                                      ,AUSTRALIA,TON,16237,53.90
FRESH FRUITS                                      ,BAHARAIN IS,TON,40,0.03
FRESH FRUITS                                      ,BANGLADESH PR,TON,28,0.04
FRESH FRUITS                                      ,BELGIUM,TON,8048,6.33
FRESH FRUITS                                      ,BENIN,TON,36,0.05
FRESH FRUITS                                      ,BHUTAN,TON,344,0.15
FRESH FRUITS                                      ,BRAZIL,TON,11525,10.51
FRESH FRUITS                                      ,CANADA,TON,530,2.12
FRESH FRUITS                                      ,CHILE,TON,80294,120.17
FRESH FRUITS                                      ,CHINA P RP,TON,12315,14.14
FRESH FRUITS                                      ,CROATIA,TON,405,0.34
FRESH FRUITS                                      ,CZECH REPUBLIC,TON,2,0.01
FRESH FRUITS                                      ,EGYPT A RP,TON,99854,51.00
FRESH FRUITS                                      ,FRANCE,TON,1419,1.24
FRESH FRUITS                                      ,GEORGIA,TON,2,0.02
FRESH FRUITS                                      ,GERMANY,TON,108,0.39
FRESH FRUITS                                      ,GREECE,TON,18438,20.33
FRESH FRUITS                                      ,HONG KONG,TON,59,0.32
FRESH FRUITS                                      ,INDONESIA,TON,17205,58.42
FRESH FRUITS                                      ,IRAN,TON,162854,131.57
FRESH FRUITS                                      ,IRAQ,TON,217258,79.47
FRESH FRUITS                                      ,ISRAEL,TON,792,5.10
FRESH FRUITS                                      ,ITALY,TON,52326,46.65
FRESH FRUITS                                      ,JAPAN,TON,0,0.00
FRESH FRUITS                                      ,JORDAN,TON,323,1.27
FRESH FRUITS                                      ,KENYA,TON,57,0.12
FRESH FRUITS                                      ,KOREA RP,TON,0,0.00
FRESH FRUITS                                      ,KYRGHYZSTAN,TON,0,0.00
FRESH FRUITS                                      ,LEBANON,TON,2,0.00
FRESH FRUITS                                      ,LIBYA,TON,53,0.06
FRESH FRUITS                                      ,MALAWI,TON,20,0.06
FRESH FRUITS                                      ,MALAYSIA,TON,375,0.65
FRESH FRUITS                                      ,MALDIVES,TON,3,0.02
FRESH FRUITS                                      ,MAURITIUS,TON,3,0.01
FRESH FRUITS                                      ,MOLDOVA,TON,20,0.02
FRESH FRUITS                                      ,MOROCCO,TON,538,0.57
FRESH FRUITS                                      ,MYANMAR,TON,32228,111.76
FRESH FRUITS                                      ,NAMIBIA,TON,12,0.09
FRESH FRUITS                                      ,NEPAL,TON,2017,6.32
FRESH FRUITS                                      ,NETHERLAND,TON,1631,5.04
FRESH FRUITS                                      ,NEW ZEALAND,TON,23132,34.19
FRESH FRUITS                                      ,OMAN,TON,4826,7.41
FRESH FRUITS                                      ,PAKISTAN IR,TON,142,0.23
FRESH FRUITS                                      ,PERU,TON,291,1.56
FRESH FRUITS                                      ,PHILIPPINES,TON,15,0.09
FRESH FRUITS                                      ,POLAND,TON,26322,20.95
FRESH FRUITS                                      ,PORTUGAL,TON,1058,0.94
FRESH FRUITS                                      ,QATAR,TON,13,0.04
FRESH FRUITS                                      ,ROMANIA,TON,139,0.14
FRESH FRUITS                                      ,RUSSIA,TON,0,0.00
FRESH FRUITS                                      ,SAUDI ARAB,TON,11256,10.87
FRESH FRUITS                                      ,SERBIA,TON,3329,3.22
FRESH FRUITS                                      ,SINGAPORE,TON,278,0.84
FRESH FRUITS                                      ,SLOVENIA,TON,79,0.05
FRESH FRUITS                                      ,SOUTH AFRICA,TON,81653,71.64
FRESH FRUITS                                      ,SPAIN,TON,1421,1.97
FRESH FRUITS                                      ,SRI LANKA DSR,TON,21562,71.02
FRESH FRUITS                                      ,STATE OF PALESTINE,TON,105,0.42
FRESH FRUITS                                      ,SYRIA,TON,95,0.54
FRESH FRUITS                                      ,TAIWAN,TON,20,0.02
FRESH FRUITS                                      ,TAJIKISTAN,TON,0,0.00
FRESH FRUITS                                      ,TANZANIA REP,TON,1482,4.31
FRESH FRUITS                                      ,THAILAND,TON,3044,4.78
FRESH FRUITS                                      ,TUNISIA,TON,4546,4.12
FRESH FRUITS                                      ,TURKEY,TON,108139,88.83
FRESH FRUITS                                      ,U ARAB EMTS,TON,175973,163.54
FRESH FRUITS                                      ,U K,TON,69,0.04
FRESH FRUITS                                      ,U S A,TON,258336,1021.53
FRESH FRUITS                                      ,UGANDA,TON,2,0.00
FRESH FRUITS                                      ,UKRAINE,TON,0,0.00
FRESH FRUITS                                      ,UZBEKISTAN,TON,0,0.00
FRESH FRUITS                                      ,VIETNAM SOC REP,TON,25631,27.66
FRESH FRUITS                                      ,ZIMBABWE,TON,3,0.01
FRESH VEGETABLES                                  ,AFGHANISTAN,TON,0,0.00
FRESH VEGETABLES                                  ,ALGERIA,TON,0,0.00
FRESH VEGETABLES                                  ,AUSTRIA,TON,0,0.00
FRESH VEGETABLES                                  ,BANGLADESH PR,TON,93,0.04
FRESH VEGETABLES                                  ,BELGIUM,TON,50,0.09
FRESH VEGETABLES                                  ,BHUTAN,TON,5048,1.11
FRESH VEGETABLES                                  ,BRAZIL,TON,0,0.00
FRESH VEGETABLES                                  ,CANADA,TON,1,0.00
FRESH VEGETABLES                                  ,CHINA P RP,TON,99,0.14
FRESH VEGETABLES                                  ,EGYPT A RP,TON,72,0.06
FRESH VEGETABLES                                  ,GERMANY,TON,11,0.02
FRESH VEGETABLES                                  ,GREECE,TON,0,0.00
FRESH VEGETABLES                                  ,HUNGARY,TON,0,0.00
FRESH VEGETABLES                                  ,INDONESIA,TON,56,0.15
FRESH VEGETABLES                                  ,IRAN,TON,0,0.00
FRESH VEGETABLES                                  ,ITALY,TON,0,0.00
FRESH VEGETABLES                                  ,JAPAN,TON,17,0.04
FRESH VEGETABLES                                  ,KOREA RP,TON,0,0.00
FRESH VEGETABLES                                  ,MALAYSIA,TON,40,0.06
FRESH VEGETABLES                                  ,NEPAL,TON,11842,1.16
FRESH VEGETABLES                                  ,NETHERLAND,TON,4,0.02
FRESH VEGETABLES                                  ,NIGER,TON,0,0.00
FRESH VEGETABLES                                  ,NIGERIA,TON,4,0.00
FRESH VEGETABLES                                  ,OMAN,TON,0,0.00
FRESH VEGETABLES                                  ,PERU,TON,9,0.06
FRESH VEGETABLES                                  ,POLAND,TON,0,0.00
FRESH VEGETABLES                                  ,RUSSIA,TON,84,0.08
FRESH VEGETABLES                                  ,SINGAPORE,TON,0,0.00
FRESH VEGETABLES                                  ,SRI LANKA DSR,TON,17,0.01
FRESH VEGETABLES                                  ,TAIWAN,TON,9,0.03
FRESH VEGETABLES                                  ,THAILAND,TON,324,1.72
FRESH VEGETABLES                                  ,TURKEY,TON,0,0.00
FRESH VEGETABLES                                  ,U ARAB EMTS,TON,0,0.00
FRESH VEGETABLES                                  ,U K,TON,0,0.01
FRESH VEGETABLES                                  ,U S A,TON,17,0.05
FRESH VEGETABLES                                  ,UNSPECIFIED,TON,27,0.02
FRESH VEGETABLES                                  ,VIETNAM SOC REP,TON,322,0.45
PROCESSED FRUITS AND JUICES                       ,AFGHANISTAN,KGS,5918014,19.19
PROCESSED FRUITS AND JUICES                       ,ARGENTINA,KGS,497845,1.11
PROCESSED FRUITS AND JUICES                       ,AUSTRALIA,KGS,130689,0.41
PROCESSED FRUITS AND JUICES                       ,AUSTRIA,KGS,3451,0.03
PROCESSED FRUITS AND JUICES                       ,BAHARAIN IS,KGS,11448,0.02
PROCESSED FRUITS AND JUICES                       ,BANGLADESH PR,KGS,887860,0.81
PROCESSED FRUITS AND JUICES                       ,BELGIUM,KGS,1146926,4.52
PROCESSED FRUITS AND JUICES                       ,BHUTAN,KGS,801788,0.73
PROCESSED FRUITS AND JUICES                       ,BRAZIL,KGS,4274537,6.92
PROCESSED FRUITS AND JUICES                       ,BULGARIA,KGS,0,0.00
PROCESSED FRUITS AND JUICES                       ,CANADA,KGS,282137,1.22
PROCESSED FRUITS AND JUICES                       ,CHILE,KGS,821936,2.93
PROCESSED FRUITS AND JUICES                       ,CHINA P RP,KGS,11302301,14.87
PROCESSED FRUITS AND JUICES                       ,COSTA RICA,KGS,7200,0.04
PROCESSED FRUITS AND JUICES                       ,CROATIA,KGS,42140,0.20
PROCESSED FRUITS AND JUICES                       ,CYPRUS,KGS,48002,0.11
PROCESSED FRUITS AND JUICES                       ,DENMARK,KGS,1980,0.02
PROCESSED FRUITS AND JUICES                       ,EGYPT A RP,KGS,2078921,1.84
PROCESSED FRUITS AND JUICES                       ,ESTONIA,KGS,12,0.00
PROCESSED FRUITS AND JUICES                       ,FRANCE,KGS,177652,1.01
PROCESSED FRUITS AND JUICES                       ,GEORGIA,KGS,26017,0.09
PROCESSED FRUITS AND JUICES                       ,GERMANY,KGS,275592,1.31
PROCESSED FRUITS AND JUICES                       ,GREECE,KGS,127140,0.11
PROCESSED FRUITS AND JUICES                       ,GUATEMALA,KGS,0,0.00
PROCESSED FRUITS AND JUICES                       ,HONG KONG,KGS,0,0.00
PROCESSED FRUITS AND JUICES                       ,INDONESIA,KGS,46650,0.13
PROCESSED FRUITS AND JUICES                       ,IRAN,KGS,1584862,1.40
PROCESSED FRUITS AND JUICES                       ,ISRAEL,KGS,2200674,5.17
PROCESSED FRUITS AND JUICES                       ,ITALY,KGS,412079,3.15
PROCESSED FRUITS AND JUICES                       ,JAPAN,KGS,5146,0.06
PROCESSED FRUITS AND JUICES                       ,JORDAN,KGS,0,0.00
PROCESSED FRUITS AND JUICES                       ,KENYA,KGS,31060,0.08
PROCESSED FRUITS AND JUICES                       ,KOREA RP,KGS,27978,0.53
PROCESSED FRUITS AND JUICES                       ,LAO PD RP,KGS,400,0.01
PROCESSED FRUITS AND JUICES                       ,LEBANON,KGS,0,0.00
PROCESSED FRUITS AND JUICES                       ,LITHUANIA,KGS,23000,0.11
PROCESSED FRUITS AND JUICES                       ,MALAYSIA,KGS,399620,1.21
PROCESSED FRUITS AND JUICES                       ,MALTA,KGS,1053,0.00
PROCESSED FRUITS AND JUICES                       ,MAURITIUS,KGS,20499,0.04
PROCESSED FRUITS AND JUICES                       ,MEXICO,KGS,361398,0.62
PROCESSED FRUITS AND JUICES                       ,MOLDOVA,KGS,12420,0.01
PROCESSED FRUITS AND JUICES                       ,NEPAL,KGS,50002,0.05
PROCESSED FRUITS AND JUICES                       ,NETHERLAND,KGS,2332475,7.91
PROCESSED FRUITS AND JUICES                       ,NEW ZEALAND,KGS,12320,0.13
PROCESSED FRUITS AND JUICES                       ,NIGERIA,KGS,2303,0.00
PROCESSED FRUITS AND JUICES                       ,OMAN,KGS,9070,0.03
PROCESSED FRUITS AND JUICES                       ,PAKISTAN IR,KGS,122531,0.16
PROCESSED FRUITS AND JUICES                       ,PARAGUAY,KGS,86170,0.23
PROCESSED FRUITS AND JUICES                       ,PERU,KGS,86000,0.52
PROCESSED FRUITS AND JUICES                       ,PHILIPPINES,KGS,3864115,5.89
PROCESSED FRUITS AND JUICES                       ,POLAND,KGS,262756,0.98
PROCESSED FRUITS AND JUICES                       ,PORTUGAL,KGS,108340,0.25
PROCESSED FRUITS AND JUICES                       ,QATAR,KGS,11079,0.02
PROCESSED FRUITS AND JUICES                       ,SAUDI ARAB,KGS,25562,0.03
PROCESSED FRUITS AND JUICES                       ,SERBIA,KGS,68200,0.13
PROCESSED FRUITS AND JUICES                       ,SINGAPORE,KGS,419088,1.13
PROCESSED FRUITS AND JUICES                       ,SLOVENIA,KGS,0,0.00
PROCESSED FRUITS AND JUICES                       ,SOUTH AFRICA,KGS,1196265,2.50
PROCESSED FRUITS AND JUICES                       ,SPAIN,KGS,1772247,3.72
PROCESSED FRUITS AND JUICES                       ,SRI LANKA DSR,KGS,133184,0.19
PROCESSED FRUITS AND JUICES                       ,SWEDEN,KGS,14904,0.06
PROCESSED FRUITS AND JUICES                       ,SWITZERLAND,KGS,176657,0.20
PROCESSED FRUITS AND JUICES                       ,TAIWAN,KGS,126710,0.24
PROCESSED FRUITS AND JUICES                       ,TANZANIA REP,KGS,1100,0.00
PROCESSED FRUITS AND JUICES                       ,THAILAND,KGS,4394245,10.98
PROCESSED FRUITS AND JUICES                       ,TUNISIA,KGS,10000,0.02
PROCESSED FRUITS AND JUICES                       ,TURKEY,KGS,3510726,7.40
PROCESSED FRUITS AND JUICES                       ,U ARAB EMTS,KGS,1230988,1.91
PROCESSED FRUITS AND JUICES                       ,U K,KGS,131929,0.33
PROCESSED FRUITS AND JUICES                       ,U S A,KGS,5023308,19.24
PROCESSED FRUITS AND JUICES                       ,UGANDA,KGS,101000,0.25
PROCESSED FRUITS AND JUICES                       ,UKRAINE,KGS,0,0.00
PROCESSED FRUITS AND JUICES                       ,UNSPECIFIED,KGS,83198,0.12
PROCESSED FRUITS AND JUICES                       ,VIETNAM SOC REP,KGS,3533847,20.26
PROCESSED VEGETABLES                              ,ALGERIA,KGS,18144,0.02
PROCESSED VEGETABLES                              ,AUSTRALIA,KGS,7357,0.01
PROCESSED VEGETABLES                              ,BANGLADESH PR,KGS,0,0.00
PROCESSED VEGETABLES                              ,BELGIUM,KGS,89320,0.17
PROCESSED VEGETABLES                              ,BHUTAN,KGS,157463,0.15
PROCESSED VEGETABLES                              ,BRAZIL,KGS,14000,0.04
PROCESSED VEGETABLES                              ,CANADA,KGS,16250,0.02
PROCESSED VEGETABLES                              ,CHILE,KGS,230,0.00
PROCESSED VEGETABLES                              ,CHINA P RP,KGS,3931974,6.17
PROCESSED VEGETABLES                              ,EGYPT A RP,KGS,1181067,1.79
PROCESSED VEGETABLES                              ,FRANCE,KGS,468,0.02
PROCESSED VEGETABLES                              ,GERMANY,KGS,434860,1.10
PROCESSED VEGETABLES                              ,GREECE,KGS,41237,0.21
PROCESSED VEGETABLES                              ,HUNGARY,KGS,15000,0.05
PROCESSED VEGETABLES                              ,INDONESIA,KGS,0,0.00
PROCESSED VEGETABLES                              ,IRAN,KGS,0,0.00
PROCESSED VEGETABLES                              ,ISRAEL,KGS,15634,0.12
PROCESSED VEGETABLES                              ,ITALY,KGS,3058439,4.01
PROCESSED VEGETABLES                              ,JAPAN,KGS,1251,0.02
PROCESSED VEGETABLES                              ,KOREA RP,KGS,57886,0.20
PROCESSED VEGETABLES                              ,MADAGASCAR,KGS,0,0.00
PROCESSED VEGETABLES                              ,MALAYSIA,KGS,1521,0.00
PROCESSED VEGETABLES                              ,MEXICO,KGS,37044,0.09
PROCESSED VEGETABLES                              ,MOROCCO,KGS,152452,0.24
PROCESSED VEGETABLES                              ,NEPAL,KGS,32100,0.16
PROCESSED VEGETABLES                              ,NETHERLAND,KGS,571131,0.74
PROCESSED VEGETABLES                              ,NEW ZEALAND,KGS,0,0.00
PROCESSED VEGETABLES                              ,NIGERIA,KGS,7173,0.01
PROCESSED VEGETABLES                              ,NORWAY,KGS,22000,0.05
PROCESSED VEGETABLES                              ,PAKISTAN IR,KGS,900,0.00
PROCESSED VEGETABLES                              ,PERU,KGS,30000,0.08
PROCESSED VEGETABLES                              ,PHILIPPINES,KGS,21480,0.02
PROCESSED VEGETABLES                              ,POLAND,KGS,0,0.00
PROCESSED VEGETABLES                              ,PORTUGAL,KGS,0,0.00
PROCESSED VEGETABLES                              ,SINGAPORE,KGS,10128,0.05
PROCESSED VEGETABLES                              ,SPAIN,KGS,4120507,7.24
PROCESSED VEGETABLES                              ,SRI LANKA DSR,KGS,13072,0.04
PROCESSED VEGETABLES                              ,SUDAN,KGS,25000,0.02
PROCESSED VEGETABLES                              ,SWITZERLAND,KGS,0,0.00
PROCESSED VEGETABLES                              ,TAIWAN,KGS,17127,0.08
PROCESSED VEGETABLES                              ,THAILAND,KGS,1359278,1.64
PROCESSED VEGETABLES                              ,TUNISIA,KGS,0,0.00
PROCESSED VEGETABLES                              ,TURKEY,KGS,610296,0.96
PROCESSED VEGETABLES                              ,U ARAB EMTS,KGS,195799,0.21
PROCESSED VEGETABLES                              ,U K,KGS,409833,0.56
PROCESSED VEGETABLES                              ,U S A,KGS,4443747,4.88
PROCESSED VEGETABLES                              ,UKRAINE,KGS,8090,0.08
PROCESSED VEGETABLES                              ,UNSPECIFIED,KGS,18400,0.02
PROCESSED VEGETABLES                              ,VIETNAM SOC REP,KGS,15456,0.03
PULP AND WASTE PAPER                              ,AUSTRIA,KGS,32541049,27.72
PULP AND WASTE PAPER                              ,BELARUS,KGS,0,0.00
PULP AND WASTE PAPER                              ,BELGIUM,KGS,15555439,12.45
PULP AND WASTE PAPER                              ,BRAZIL,KGS,3970328,4.57
PULP AND WASTE PAPER                              ,BULGARIA,KGS,129344,0.08
PULP AND WASTE PAPER                              ,CANADA,KGS,363833629,323.45
PULP AND WASTE PAPER                              ,CHILE,KGS,107647429,103.30
PULP AND WASTE PAPER                              ,CHINA P RP,KGS,35836031,52.97
PULP AND WASTE PAPER                              ,CROATIA,KGS,1928803,1.29
PULP AND WASTE PAPER                              ,ESTONIA,KGS,39887263,31.57
PULP AND WASTE PAPER                              ,FINLAND,KGS,14194391,13.90
PULP AND WASTE PAPER                              ,FRANCE,KGS,15453571,13.78
PULP AND WASTE PAPER                              ,GEORGIA,KGS,49259,0.07
PULP AND WASTE PAPER                              ,GERMANY,KGS,59844559,72.83
